compound_cid	compound_predicted_score	target_range	target_relevance	average_relevance
CID_657220	0.66	0.40 < P51449 <= 0.49	0.0038319618283459552	0.0018282548476454294
CID_533728	0.75	0.40 < P51449 <= 0.49	0.0032236828971600826	0.002077562326869806
CID_2735045	0.67	0.40 < P51449 <= 0.49	0.0008330769995956322	0.0018559556786703602
CID_15531	0.8025	0.40 < P51449 <= 0.49	0.003153794342385346	0.0022229916897506924
CID_22678982	0.755	P51449 > 0.49	-0.00038685444630554575	0.0020914127423822715
CID_18391	0.69	P51449 > 0.49	-0.00041546091045801094	0.0019113573407202214
CID_3036780	0.78	P51449 > 0.49	0.0016032011024504993	0.0021606648199445984
CID_26030	0.3624206349206349	0.34 < P51449 <= 0.40	0.0015818889682872612	0.0010039352767884624
CID_20054964	0.79	P51449 <= 0.34	-0.0006707672995265258	0.002188365650969529
CID_73828	0.71	P51449 > 0.49	0.0017684912314539381	0.001966759002770083
CID_19042	0.7	P51449 <= 0.34	0.0022158032910445983	0.0019390581717451522
CID_71821	0.83	P51449 > 0.49	0.003466443397120794	0.0022991689750692518
CID_6167	0.78	0.40 < P51449 <= 0.49	0.0007069801541551585	0.0021606648199445984
CID_6749	0.7	0.40 < P51449 <= 0.49	0.00472781275421528	0.0019390581717451522
CID_2734231	1.0	0.34 < P51449 <= 0.40	-0.0013021656939118426	0.002770083102493075
CID_2603	0.62	P51449 <= 0.34	0.0011719521333253763	0.0017174515235457064
CID_41385	0.72	P51449 > 0.49	0.003727780080180706	0.0019944598337950136
CID_16129778	0.6583333333333333	0.40 < P51449 <= 0.49	6.339575053204295e-06	0.0018236380424746076
CID_73665	0.675	P51449 <= 0.34	0.0011521643435222152	0.0018698060941828255
CID_5590	0.56	0.34 < P51449 <= 0.40	0.00022895273140530138	0.001551246537396122
CID_446541	0.84	0.34 < P51449 <= 0.40	0.007792356764032669	0.002326869806094183
CID_71768	0.78	P51449 > 0.49	0.004980089947760813	0.0021606648199445984
CID_5702167	0.71	0.34 < P51449 <= 0.40	-8.162672615527822e-05	0.001966759002770083
CID_289	0.7828571428571428	0.40 < P51449 <= 0.49	0.004274298270834077	0.0021685793430945783
CID_3957	0.72	P51449 <= 0.34	0.00462580480660032	0.0019944598337950136
CID_147912	0.79	0.34 < P51449 <= 0.40	0.0035335134513933626	0.002188365650969529
CID_25644	0.67	P51449 <= 0.34	0.004048081390441443	0.0018559556786703602
CID_54686764	0.95	P51449 > 0.49	0.0019146457212821208	0.002631578947368421
CID_59086459	0.7	P51449 > 0.49	0.00013832612554851123	0.0019390581717451522
CID_31204	0.945	P51449 <= 0.34	0.0036013317736660463	0.0026177285318559557
CID_2734223	1.0	0.34 < P51449 <= 0.40	0.004868298296400532	0.002770083102493075
CID_68539	0.9	P51449 <= 0.34	4.8332497966275335e-05	0.002493074792243767
CID_11777	0.63	P51449 <= 0.34	0.0013151296988054896	0.0017451523545706372
CID_2374	0.9	P51449 > 0.49	0.00011749729014307015	0.002493074792243767
CID_24814	0.3624206349206349	0.34 < P51449 <= 0.40	0.0015480105998145087	0.0010039352767884624
CID_3060974	0.66	0.40 < P51449 <= 0.49	-0.0030626283801965548	0.0018282548476454294
CID_16211417	0.988	P51449 <= 0.34	0.009112871257271154	0.0027368421052631577
CID_54682468	0.86	0.40 < P51449 <= 0.49	0.0029141838589233724	0.0023822714681440444
CID_2448	0.65	0.40 < P51449 <= 0.49	0.001402971778391434	0.0018005540166204986
CID_4659569	0.7433333333333333	0.40 < P51449 <= 0.49	0.0022622042225769845	0.0020590951061865187
CID_6252	0.9	P51449 > 0.49	0.006863677686506005	0.002493074792243767
CID_54900	0.82	0.34 < P51449 <= 0.40	0.0041416704733624335	0.002271468144044321
CID_17109	0.63	0.40 < P51449 <= 0.49	0.004439996407833342	0.0017451523545706372
CID_9324	0.8	P51449 > 0.49	0.005570187956922601	0.00221606648199446
CID_53249535	0.73	0.34 < P51449 <= 0.40	0.0018280741899247836	0.0020221606648199446
CID_62276	0.79	0.34 < P51449 <= 0.40	0.0009475706406000236	0.002188365650969529
CID_23668196	0.46983333333333327	P51449 > 0.49	0.004365088222652042	0.0013014773776546629
CID_3038522	0.73	0.34 < P51449 <= 0.40	0.004886788641960438	0.0020221606648199446
CID_53316396	0.63	P51449 > 0.49	0.0006478103949372422	0.0017451523545706372
CID_39327	0.725	0.34 < P51449 <= 0.40	0.0017718006666126742	0.0020083102493074793
CID_55283	0.8	P51449 <= 0.34	0.0007712449343952499	0.00221606648199446
CID_37175	0.8	P51449 > 0.49	0.0026842213582609943	0.00221606648199446
CID_119361	0.74	P51449 > 0.49	-0.0013421379443803664	0.002049861495844875
CID_3225	0.72	P51449 > 0.49	0.0011203154629149013	0.0019944598337950136
CID_54704052	0.75	P51449 > 0.49	0.006513697085894148	0.002077562326869806
CID_54459	0.69	0.34 < P51449 <= 0.40	0.002107005604091526	0.0019113573407202214
CID_2812	0.8	P51449 > 0.49	0.0043891470645309166	0.00221606648199446
CID_23892	0.67	P51449 <= 0.34	0.003951003395501328	0.0018559556786703602
CID_6197	0.68	P51449 > 0.49	0.0023824192252796294	0.001883656509695291
CID_60871	0.61	0.40 < P51449 <= 0.49	-0.00037766198668291197	0.0016897506925207756
CID_2734225	1.0	0.34 < P51449 <= 0.40	0.0016469593623212012	0.002770083102493075
CID_8755	0.945	P51449 <= 0.34	0.008857312484427777	0.0026177285318559557
CID_8305	0.67	P51449 > 0.49	0.0022723612982357253	0.0018559556786703602
CID_156328	0.65	P51449 > 0.49	-0.00047677913546744204	0.0018005540166204986
CID_94398	0.5491190476190476	P51449 <= 0.34	0.0020196532889181188	0.001521105395066614
CID_37392	0.76	0.34 < P51449 <= 0.40	0.002523265486410783	0.002105263157894737
CID_13816	0.695	0.40 < P51449 <= 0.49	0.002501332402663426	0.0019252077562326869
CID_4927	0.73	0.40 < P51449 <= 0.49	0.006978056429592807	0.0020221606648199446
CID_6422843	0.73	P51449 > 0.49	0.005542700928852322	0.0020221606648199446
CID_4509	0.74	P51449 > 0.49	0.00018636050010373164	0.002049861495844875
CID_107882	0.67	P51449 <= 0.34	0.0038183640328814613	0.0018559556786703602
CID_6439929	0.96	P51449 > 0.49	0.002183680655633859	0.0026592797783933516
CID_23663976	0.91	P51449 > 0.49	0.0044372155311241295	0.002520775623268698
CID_3397	0.72	P51449 <= 0.34	0.0028739720248148995	0.0019944598337950136
CID_54685047	0.804	P51449 > 0.49	0.0013016721870295783	0.002227146814404432
CID_9570076	0.06	P51449 <= 0.34	-0.0024070103318175407	0.00016620498614958447
CID_6918543	0.22	P51449 > 0.49	-0.00185484399442657	0.0006094182825484765
CID_62576	0.02	P51449 <= 0.34	-0.0035568319820531136	5.54016620498615e-05
CID_3339	0.32	0.40 < P51449 <= 0.49	-0.0022587517385504446	0.000886426592797784
CID_54678504	0.17833333333333334	0.40 < P51449 <= 0.49	0.00010931782084267052	0.0004939981532779317
CID_92140	0.11	P51449 <= 0.34	0.003668309553464504	0.00030470914127423825
CID_2333	0.21666666666666667	0.40 < P51449 <= 0.49	0.0008542756757928357	0.0006001846722068329
CID_16217238	0.2	0.34 < P51449 <= 0.40	-0.0004267629761538608	0.000554016620498615
CID_9935274	0.26	0.34 < P51449 <= 0.40	-0.00014717591954631337	0.0007202216066481995
CID_14184	0.18	P51449 > 0.49	0.0014356615398098782	0.0004986149584487534
CID_1493	0.44666666666666666	0.34 < P51449 <= 0.40	0.0013321499201990636	0.00123730378578024
CID_10127622	0.3	0.34 < P51449 <= 0.40	0.0005195736039931861	0.0008310249307479224
CID_169870	0.43	P51449 > 0.49	0.001234604027169579	0.0011911357340720222
CID_7699	0.02	P51449 <= 0.34	-0.0004371991263025212	5.54016620498615e-05
CID_23558	0.93	P51449 <= 0.34	0.0039428810300376925	0.00257617728531856
CID_11957725	0.17	0.34 < P51449 <= 0.40	-0.0007132587731439181	0.00047091412742382275
CID_11285653	0.3	P51449 > 0.49	0.0029091651869880466	0.0008310249307479224
CID_24944555	0.47564285714285726	0.40 < P51449 <= 0.49	0.0015631054595024716	0.0013175702413929563
CID_6	0.2532857142857143	P51449 <= 0.34	-0.0015655750363899833	0.0007016224772457459
CID_54685920	0.76	0.40 < P51449 <= 0.49	0.007043877790043165	0.002105263157894737
CID_2734227	1.0	0.34 < P51449 <= 0.40	0.0051875233312746035	0.002770083102493075
CID_12040509	0.95	P51449 > 0.49	-0.0014672569349412903	0.002631578947368421
CID_68186	0.18	0.40 < P51449 <= 0.49	0.0014456187158744254	0.0004986149584487534
CID_20906	0.4266666666666667	P51449 <= 0.34	-0.0014702749262056043	0.0011819021237303787
CID_86354	0.25	P51449 > 0.49	-0.0007052016782825639	0.0006925207756232687
CID_17161	0.01	0.40 < P51449 <= 0.49	0.0011619883274362787	2.770083102493075e-05
CID_8228	0.52	P51449 <= 0.34	0.0026386583948576872	0.001440443213296399
CID_3037	0.22666666666666666	0.34 < P51449 <= 0.40	-0.0003737576514017885	0.0006278855032317636
CID_16682834	0.36	0.40 < P51449 <= 0.49	0.004881449977949846	0.0009972299168975068
CID_40000	0.19	P51449 <= 0.34	0.0007854568424784036	0.0005263157894736842
CID_107720	0.22	P51449 > 0.49	0.004151103098082327	0.0006094182825484765
CID_3117	0.525	P51449 > 0.49	0.0003255015673297496	0.0014542936288088643
CID_3062316	0.26	P51449 <= 0.34	0.0011368458813994721	0.0007202216066481995
CID_5053	0.09	0.40 < P51449 <= 0.49	0.00282473227244412	0.0002493074792243767
CID_4893	0.2	P51449 > 0.49	0.00018442400395319658	0.000554016620498615
CID_6212	0.25283333333333335	0.34 < P51449 <= 0.40	0.0037307722593233213	0.0007003693444136658
CID_656667	0.505	0.40 < P51449 <= 0.49	-0.0047000403374737	0.0013988919667590027
CID_448537	0.74	0.34 < P51449 <= 0.40	0.0008145501603684976	0.002049861495844875
CID_151194	0.15	0.40 < P51449 <= 0.49	0.002879370986468459	0.0004155124653739612
CID_4936	0.16	0.40 < P51449 <= 0.49	0.0033677190438554726	0.000443213296398892
CID_43226	0.12	P51449 > 0.49	-0.00021019128793836264	0.00033240997229916895
CID_51369	0.17	0.34 < P51449 <= 0.40	-0.000246503006543541	0.00047091412742382275
CID_72416	0.26	P51449 <= 0.34	-0.0020528659298738035	0.0007202216066481995
CID_5282318	0.2	0.34 < P51449 <= 0.40	0.0009963692752543813	0.000554016620498615
CID_91771	0.21	P51449 > 0.49	-0.0027309011140347647	0.0005817174515235457
CID_74989	0.295	0.40 < P51449 <= 0.49	0.002420165102386143	0.000817174515235457
CID_5591	0.175	0.34 < P51449 <= 0.40	0.002428855598530025	0.00048476454293628805
CID_66069	0.415	0.40 < P51449 <= 0.49	-0.0010063283792915239	0.0011495844875346259
CID_10288	0.1	0.40 < P51449 <= 0.49	0.0013651188839898173	0.0002770083102493075
CID_3032581	0.07666666666666667	0.40 < P51449 <= 0.49	-0.001005136887849429	0.00021237303785780242
CID_31239	0.43394047619047627	0.34 < P51449 <= 0.40	-0.0013508592183271385	0.0012020511805830368
CID_26041	0.2	P51449 > 0.49	-0.001696265031481676	0.000554016620498615
CID_4418	0.09	0.40 < P51449 <= 0.49	0.0027593851932119565	0.0002493074792243767
CID_7097	0.1775	P51449 > 0.49	0.00040704071821717086	0.0004916897506925207
CID_60196403	0.24	P51449 <= 0.34	-0.002300816326120229	0.0006648199445983379
CID_6166	0.21	P51449 <= 0.34	0.0016712222427580639	0.0005817174515235457
CID_8152	1.0	P51449 <= 0.34	0.004574377830555098	0.002770083102493075
CID_157690	0.06	P51449 > 0.49	-0.000492841112533386	0.00016620498614958447
CID_9954540	0.22	0.40 < P51449 <= 0.49	-0.0018603854535831398	0.0006094182825484765
CID_44235958	0.2	P51449 > 0.49	0.002553823311863045	0.000554016620498615
CID_60795	0.215	0.40 < P51449 <= 0.49	-0.0007184132016569437	0.0005955678670360111
CID_472181	0.97	0.40 < P51449 <= 0.49	0.0016300225478049397	0.0026869806094182826
CID_6014	0.61	0.40 < P51449 <= 0.49	0.003068287897891409	0.0016897506925207756
CID_59757	0.4	P51449 > 0.49	0.0026295192440663447	0.00110803324099723
CID_10206	0.06	P51449 <= 0.34	-0.0016963969914743859	0.00016620498614958447
CID_71353	0.1	0.34 < P51449 <= 0.40	-0.0021234838793629295	0.0002770083102493075
CID_3776	0.0	0.40 < P51449 <= 0.49	-0.003334467840108719	0.0
CID_4106	0.26	P51449 > 0.49	-0.0005854202193760707	0.0007202216066481995
CID_6240	0.42	0.34 < P51449 <= 0.40	0.0004720339591850742	0.0011634349030470914
CID_5282138	0.18	P51449 > 0.49	0.004768784408333744	0.0004986149584487534
CID_22239085	0.92	P51449 > 0.49	0.002301277037760304	0.002548476454293629
CID_24773	0.02	P51449 <= 0.34	0.003964442816504006	5.54016620498615e-05
CID_2898	0.315	0.40 < P51449 <= 0.49	0.004060377184049394	0.0008725761772853186
CID_5493381	0.26	P51449 > 0.49	-0.0012962196667445555	0.0007202216066481995
CID_5282375	0.1	0.40 < P51449 <= 0.49	0.00034540053666643627	0.0002770083102493075
CID_13636	0.5395338272838274	0.40 < P51449 <= 0.49	0.00491439286486306	0.0014945535381823472
CID_60834	0.13	0.40 < P51449 <= 0.49	-0.0043837961793176785	0.00036011080332409975
CID_18506491	0.8228214285714283	0.40 < P51449 <= 0.49	0.0001295954253586085	0.002279283735654926
CID_11883	0.14	P51449 <= 0.34	0.003745049024415099	0.0003878116343490305
CID_13218777	0.1	P51449 <= 0.34	-0.0024955675937355674	0.0002770083102493075
CID_443943	0.34600000000000003	0.34 < P51449 <= 0.40	0.0032692387777769885	0.0009584487534626039
CID_60196379	0.95	P51449 > 0.49	0.0009442789102268789	0.002631578947368421
CID_6918305	0.775	P51449 > 0.49	0.00184714718307892	0.002146814404432133
CID_5360414	0.265	0.34 < P51449 <= 0.40	0.0012773976026426762	0.0007340720221606649
CID_15096	0.32	0.34 < P51449 <= 0.40	-0.00382757368329988	0.000886426592797784
CID_60196375	0.95	P51449 > 0.49	0.0010380620009025102	0.002631578947368421
CID_18173271	0.374	P51449 > 0.49	0.005102115615534574	0.0010360110803324099
CID_6323490	0.10666666666666666	P51449 > 0.49	0.0010899482905648988	0.0002954755309325946
CID_2800	0.18	P51449 <= 0.34	0.004196517587638541	0.0004986149584487534
CID_4495	0.175	0.34 < P51449 <= 0.40	0.0013341817571777955	0.00048476454293628805
CID_54680085	0.14	0.40 < P51449 <= 0.49	-0.0022267303072032603	0.0003878116343490305
CID_53316398	0.27	P51449 > 0.49	0.0017719846771235897	0.0007479224376731302
CID_60870	0.24	P51449 > 0.49	0.0009721691644649848	0.0006648199445983379
CID_44135445	0.1	0.40 < P51449 <= 0.49	0.002329637279493031	0.0002770083102493075
CID_27465	0.27	P51449 <= 0.34	-0.0003890866663431126	0.0007479224376731302
CID_6603149	0.15	0.34 < P51449 <= 0.40	0.0010148982408852581	0.0004155124653739612
CID_54704426	0.67	0.40 < P51449 <= 0.49	0.001978669714049229	0.0018559556786703602
CID_17170	0.36	0.34 < P51449 <= 0.40	-0.001535535542137981	0.0009972299168975068
CID_2724411	0.47666666666666674	0.34 < P51449 <= 0.40	0.0013242290991386835	0.0013204062788550325
CID_5111791	0.1	P51449 <= 0.34	-0.0002962422386182732	0.0002770083102493075
