compound_cid	compound_predicted_score	target_range	target_relevance	average_relevance
CID_11723708	0.75	0.47 < P10275 <= 0.59	0.002045880576290342	0.002077562326869806
CID_71894	0.8	P10275 <= 0.36	0.001278429478301587	0.00221606648199446
CID_34526	0.77	0.47 < P10275 <= 0.59	0.0017756570769727371	0.002132963988919668
CID_69150	0.84	P10275 <= 0.36	0.002186285706856362	0.002326869806094183
CID_7329	0.9416666666666668	0.36 < P10275 <= 0.47	0.0027747018041688366	0.002608494921514312
CID_4933	0.71	0.47 < P10275 <= 0.59	0.00390680244328148	0.001966759002770083
CID_6294	0.8494166666666666	P10275 > 0.59	0.001142791636648015	0.002352954755309326
CID_29732	0.81	0.47 < P10275 <= 0.59	-0.0016628076270425235	0.0022437673130193906
CID_94398	0.74125	P10275 > 0.59	0.002307181334098619	0.0020533240997229916
CID_656667	0.76	0.47 < P10275 <= 0.59	0.006343395603142896	0.002105263157894737
CID_56069	0.68	P10275 > 0.59	0.004112000683813944	0.001883656509695291
CID_24809526	0.735	0.36 < P10275 <= 0.47	0.0016122539943311926	0.00203601108033241
CID_16218822	0.91	P10275 > 0.59	0.000704447366617635	0.002520775623268698
CID_28308	0.5743589743589744	P10275 > 0.59	0.0022117603710975547	0.0015910220896370483
CID_59086459	0.64	P10275 > 0.59	0.0062226080790745006	0.001772853185595568
CID_71012	0.674	0.36 < P10275 <= 0.47	0.0026177190157403918	0.0018670360110803325
CID_1787910	0.61	0.47 < P10275 <= 0.59	-0.0016452037945924318	0.0016897506925207756
CID_3016	0.76	P10275 > 0.59	0.006465145627531925	0.002105263157894737
CID_5954	0.69281993006993	P10275 <= 0.36	0.00011245666125748191	0.001919168781357147
CID_9570076	0.7	0.47 < P10275 <= 0.59	0.0061955320591075376	0.0019390581717451522
CID_38037	0.5263333333333333	P10275 > 0.59	0.00165500646342342	0.0014579870729455216
CID_6872	0.802	P10275 <= 0.36	0.003649900169593588	0.002221606648199446
CID_73668	0.76	P10275 > 0.59	-0.002149114048737834	0.002105263157894737
CID_517000	0.63	0.36 < P10275 <= 0.47	0.0010755843532804562	0.0017451523545706372
CID_69912	0.9	0.47 < P10275 <= 0.59	0.0015463907438991013	0.002493074792243767
CID_31208	0.91	P10275 <= 0.36	0.0014281312497538149	0.002520775623268698
CID_3293	0.67	P10275 > 0.59	0.0018818045189275315	0.0018559556786703602
CID_17142	0.61	P10275 <= 0.36	0.0005999540852195181	0.0016897506925207756
CID_67274	0.75	P10275 <= 0.36	0.002353176478936284	0.002077562326869806
CID_12932	0.63	0.36 < P10275 <= 0.47	-0.002196715355758557	0.0017451523545706372
CID_31356	0.71	0.47 < P10275 <= 0.59	-0.004249417362042512	0.001966759002770083
CID_5371318	0.76	P10275 <= 0.36	0.0037159748348308905	0.002105263157894737
CID_5482	0.87	P10275 > 0.59	0.008714006510139097	0.002409972299168975
CID_2734247	0.92	P10275 > 0.59	0.010371461784070697	0.002548476454293629
CID_9131	0.5568373015873016	0.36 < P10275 <= 0.47	-2.4160505155419677e-05	0.0015424855999648245
CID_8272	0.7275	0.47 < P10275 <= 0.59	0.006493386571798144	0.002015235457063712
CID_2722	0.99	P10275 > 0.59	0.003502655008840266	0.002742382271468144
CID_6456	0.795	0.47 < P10275 <= 0.59	-0.0010613512362639818	0.0022022160664819947
CID_26633	0.78	0.47 < P10275 <= 0.59	0.003784246779020295	0.0021606648199445984
CID_157917	0.83	P10275 > 0.59	0.003227742444281192	0.0022991689750692518
CID_18728	0.7006666666666667	P10275 > 0.59	-0.0010136248052049113	0.0019409048938134812
CID_7120	0.71	0.36 < P10275 <= 0.47	-0.0037046299012218125	0.001966759002770083
CID_9888347	0.76	0.47 < P10275 <= 0.59	0.002293501367867739	0.002105263157894737
CID_27211	0.81	P10275 > 0.59	-0.0018701876390109608	0.0022437673130193906
CID_246598	0.9425833333333332	P10275 > 0.59	0.0033248937227241667	0.002611034164358264
CID_38018	0.44465476190476194	P10275 > 0.59	0.007872444312586662	0.0012317306423954625
CID_60196411	0.75	P10275 > 0.59	0.005518988455980919	0.002077562326869806
CID_8411	0.8640000000000001	P10275 <= 0.36	0.0011122592685544642	0.002393351800554017
CID_27423	0.74	0.47 < P10275 <= 0.59	0.003041525381180631	0.002049861495844875
CID_34468	0.81	P10275 > 0.59	0.009455258528180986	0.0022437673130193906
CID_8478	0.8	0.47 < P10275 <= 0.59	0.0012177454085363839	0.00221606648199446
CID_11375816	0.97	P10275 > 0.59	0.006058302251009306	0.0026869806094182826
CID_9849425	0.78	P10275 <= 0.36	-0.000343029200717623	0.0021606648199445984
CID_9270	0.79	P10275 > 0.59	0.003967007373535894	0.002188365650969529
CID_11104	0.8	P10275 <= 0.36	0.004747159046341663	0.00221606648199446
CID_74937	0.66	0.47 < P10275 <= 0.59	0.0010480459699454203	0.0018282548476454294
CID_7381	0.65	P10275 <= 0.36	-0.002645448264548991	0.0018005540166204986
CID_32872	0.82	0.36 < P10275 <= 0.47	0.002968955067394365	0.002271468144044321
CID_51605	0.68	P10275 <= 0.36	-0.00023298716425016624	0.001883656509695291
CID_93528	0.75	0.36 < P10275 <= 0.47	0.0046047219413960245	0.002077562326869806
CID_4420	0.6	0.47 < P10275 <= 0.59	0.0013262934776038407	0.0016620498614958448
CID_8755	0.99	P10275 > 0.59	0.0057389944833547216	0.002742382271468144
CID_667476	0.95	P10275 <= 0.36	0.0005796441057330307	0.002631578947368421
CID_5489012	0.65	0.36 < P10275 <= 0.47	-0.0028198004253640434	0.0018005540166204986
CID_62530	0.69	0.36 < P10275 <= 0.47	0.002136722169387115	0.0019113573407202214
CID_76302	0.97	0.47 < P10275 <= 0.59	0.005769394880448708	0.0026869806094182826
CID_91692	0.77	0.47 < P10275 <= 0.59	0.0068228438864656096	0.002132963988919668
CID_7088	0.865	P10275 > 0.59	-6.973625701424597e-05	0.0023961218836565097
CID_56846451	0.69	0.36 < P10275 <= 0.47	0.00315895124476486	0.0019113573407202214
CID_5709754	0.87	P10275 > 0.59	0.005769130352652835	0.002409972299168975
CID_161803	0.68	0.47 < P10275 <= 0.59	0.00233653651643597	0.001883656509695291
CID_14300	0.68	0.47 < P10275 <= 0.59	0.0031759774729713803	0.001883656509695291
CID_5833	0.75	P10275 > 0.59	0.0012161942876391333	0.002077562326869806
CID_657220	0.7966666666666667	0.36 < P10275 <= 0.47	0.003452049482016822	0.0022068328716528165
CID_5858445	0.81	0.36 < P10275 <= 0.47	-0.001182694298037059	0.0022437673130193906
CID_11818	0.775	0.47 < P10275 <= 0.59	0.0008090093031796951	0.002146814404432133
CID_6635	0.91	P10275 <= 0.36	-0.0002495721352284452	0.002520775623268698
CID_27465	0.88	P10275 > 0.59	0.001350408350060196	0.002437673130193906
CID_8268	0.955	0.47 < P10275 <= 0.59	0.004667006594928705	0.0026454293628808863
CID_108005	0.69	0.36 < P10275 <= 0.47	0.0016336988463857144	0.0019113573407202214
CID_26391	0.7233333333333333	P10275 > 0.59	0.007201478489318288	0.002003693444136657
CID_66461	0.885	P10275 > 0.59	0.0036084627397027402	0.0024515235457063713
CID_9562060	0.63	0.36 < P10275 <= 0.47	-0.005814623421343015	0.0017451523545706372
CID_2788	0.99	P10275 > 0.59	0.003096590856569963	0.002742382271468144
CID_17819	0.7716666666666666	P10275 <= 0.36	0.006069616097865823	0.002137580794090489
CID_145512	0.8755	P10275 > 0.59	-0.0007171521804356956	0.0024252077562326867
CID_9895468	0.7	P10275 > 0.59	0.0039402935648981665	0.0019390581717451522
CID_31200	0.78	P10275 > 0.59	0.005051614533853762	0.0021606648199445984
CID_5319706	0.68	0.47 < P10275 <= 0.59	-0.0014013798841722661	0.001883656509695291
CID_65495	0.81	0.36 < P10275 <= 0.47	0.0007611378745949905	0.0022437673130193906
CID_60196408	0.74	P10275 > 0.59	0.0010646434553345167	0.002049861495844875
CID_6983	0.35376190476190467	P10275 > 0.59	-0.0013354649244415582	0.0009799498746867164
CID_6295	0.7573333333333333	P10275 > 0.59	0.001101775106650342	0.002097876269621422
CID_5284558	0.64	P10275 <= 0.36	0.003623923943885788	0.001772853185595568
CID_122824	0.86	0.47 < P10275 <= 0.59	0.00032466003370417796	0.0023822714681440444
CID_2453	1.0	P10275 > 0.59	0.0036172448816740757	0.002770083102493075
CID_69925	0.8171428571428572	P10275 <= 0.36	0.0009745120528101291	0.0022635536208943413
CID_91744	0.5146666666666666	0.47 < P10275 <= 0.59	-0.0005348831487611241	0.001425669436749769
CID_9454	0.68	P10275 <= 0.36	0.0015107738385702469	0.001883656509695291
CID_3552	0.66	0.47 < P10275 <= 0.59	0.0014485729444660455	0.0018282548476454294
CID_641298	0.67	P10275 <= 0.36	0.005062715354497356	0.0018559556786703602
CID_11826859	0.755	0.47 < P10275 <= 0.59	0.001588612902235816	0.0020914127423822715
CID_8588	0.84	0.47 < P10275 <= 0.59	0.0022022187789575566	0.002326869806094183
CID_91650	0.81	0.36 < P10275 <= 0.47	-0.0016359960501628483	0.0022437673130193906
CID_75311	0.95	P10275 > 0.59	0.005257775780376145	0.002631578947368421
CID_14586	0.8211143578643578	P10275 > 0.59	0.0002975234485606213	0.002274555007934509
CID_12456	0.72	0.47 < P10275 <= 0.59	0.00579709778364813	0.0019944598337950136
CID_991	0.9	0.47 < P10275 <= 0.59	0.00226533637381338	0.002493074792243767
CID_57363	0.68	P10275 > 0.59	0.001895965965900694	0.001883656509695291
CID_9046	0.85	P10275 > 0.59	0.001270758628900495	0.0023545706371191134
CID_5993	0.6361904761904761	P10275 > 0.59	0.003793796328332781	0.0017623004880622606
CID_2734249	0.79	P10275 > 0.59	0.006627137186310391	0.002188365650969529
CID_119193	0.71	P10275 <= 0.36	0.00023875477375610038	0.001966759002770083
CID_156328	0.77	0.36 < P10275 <= 0.47	0.002045082367074637	0.002132963988919668
CID_7017	0.96	0.36 < P10275 <= 0.47	0.0024814583951735087	0.0026592797783933516
CID_25622	0.44465476190476194	P10275 > 0.59	0.005836192024269711	0.0012317306423954625
CID_26132	0.75	P10275 > 0.59	0.007109646754951769	0.002077562326869806
CID_28768	0.92	P10275 > 0.59	0.006533445776255183	0.002548476454293629
CID_443101	0.81	0.47 < P10275 <= 0.59	0.005169356652328831	0.0022437673130193906
CID_94544	0.64	0.36 < P10275 <= 0.47	0.00038432594312389726	0.001772853185595568
CID_17321	0.3953412698412698	P10275 <= 0.36	0.003856607532964498	0.0010951281713054565
CID_7102	0.78	0.47 < P10275 <= 0.59	0.007802851965834057	0.0021606648199445984
CID_62556	0.73	0.47 < P10275 <= 0.59	0.0006103453560956681	0.0020221606648199446
CID_13118	0.73	0.36 < P10275 <= 0.47	0.00574158049817545	0.0020221606648199446
CID_4302960	0.73	0.36 < P10275 <= 0.47	0.007298529080767195	0.0020221606648199446
CID_7309	0.615	P10275 <= 0.36	-0.0028475483524491177	0.0017036011080332409
CID_8425	0.9675	P10275 > 0.59	0.001798201125502172	0.0026800554016620497
CID_24466	0.765	0.47 < P10275 <= 0.59	0.000632517684775325	0.002119113573407202
CID_75576	0.89	P10275 <= 0.36	-0.0017716578545656217	0.0024653739612188366
CID_5531	0.71	0.36 < P10275 <= 0.47	0.0016167146723910677	0.001966759002770083
CID_12797557	0.8	0.47 < P10275 <= 0.59	0.004032359246887221	0.00221606648199446
CID_21917397	0.97	P10275 > 0.59	7.544625248847615e-05	0.0026869806094182826
CID_61253	0.745	P10275 <= 0.36	-0.002818650940035873	0.002063711911357341
CID_3378440	0.78	P10275 <= 0.36	0.004562529732620608	0.0021606648199445984
CID_929262	0.74	P10275 > 0.59	0.004114405927564169	0.002049861495844875
CID_62311	0.84	0.36 < P10275 <= 0.47	0.0015920775498322747	0.002326869806094183
CID_91673	0.91	P10275 > 0.59	0.0014991016485542416	0.002520775623268698
CID_18771	0.67	P10275 > 0.59	0.005712522345891993	0.0018559556786703602
CID_91708	0.72	P10275 > 0.59	0.003344567976171744	0.0019944598337950136
CID_10568	0.67	P10275 > 0.59	0.0016341280663792507	0.0018559556786703602
CID_10308	0.75	0.47 < P10275 <= 0.59	0.0037589443883679218	0.002077562326869806
CID_6620	0.77	P10275 <= 0.36	0.0037854101157181208	0.002132963988919668
CID_10345790	0.74	0.47 < P10275 <= 0.59	0.008243325182445378	0.002049861495844875
CID_71482	0.765	P10275 > 0.59	0.008080524755164086	0.002119113573407202
CID_9154	0.5568373015873016	0.36 < P10275 <= 0.47	0.004197152578506317	0.0015424855999648245
CID_2812	0.83	P10275 > 0.59	0.0032899850496208006	0.0022991689750692518
CID_86367	0.76	P10275 > 0.59	0.002793208561413317	0.002105263157894737
CID_104845	0.73	P10275 > 0.59	0.003608552542219308	0.0020221606648199446
CID_198707	0.77	P10275 > 0.59	-7.338291172377448e-05	0.002132963988919668
CID_5388510	0.64	P10275 > 0.59	0.0007942944848299981	0.001772853185595568
CID_53316396	0.75	0.36 < P10275 <= 0.47	0.0018825917759891639	0.002077562326869806
CID_46226173	0.975	P10275 > 0.59	0.0048238559911142455	0.002700831024930748
CID_8571	0.9265000000000001	P10275 <= 0.36	0.002581043512402383	0.002566481994459834
CID_5284341	0.825	0.47 < P10275 <= 0.59	0.004088523388241259	0.0022853185595567865
CID_90282	0.75	0.36 < P10275 <= 0.47	0.004978178540152379	0.002077562326869806
CID_119369	0.68	P10275 <= 0.36	0.0020752887754678182	0.001883656509695291
CID_16143	0.3863333333333333	P10275 <= 0.36	0.0011652175375231305	0.0010701754385964912
CID_16115	0.8	0.36 < P10275 <= 0.47	0.006904680648506645	0.00221606648199446
CID_86102	0.826	P10275 > 0.59	0.005461145613466571	0.0022880886426592797
CID_11883	0.73	0.47 < P10275 <= 0.59	0.004438777083031662	0.0020221606648199446
CID_71612	0.71	0.47 < P10275 <= 0.59	0.0005390747122641416	0.001966759002770083
CID_16685	0.8553333333333333	0.47 < P10275 <= 0.59	-0.000404742229788182	0.002369344413665743
CID_8348	0.9683333333333333	P10275 <= 0.36	0.0020733300246421824	0.0026823638042474604
CID_6076971	0.69	0.36 < P10275 <= 0.47	0.001936416460292866	0.0019113573407202214
CID_9164	0.69281993006993	P10275 <= 0.36	0.0006935961314149266	0.001919168781357147
CID_4507	0.79	P10275 > 0.59	-0.0005173337688385885	0.002188365650969529
CID_12688	0.86	P10275 > 0.59	0.006380838358457206	0.0023822714681440444
CID_8269	0.72	P10275 > 0.59	0.004877222885358768	0.0019944598337950136
CID_15531	0.7228333333333334	P10275 > 0.59	0.004924107881338573	0.002002308402585411
CID_2723715	0.89	0.47 < P10275 <= 0.59	0.005321023205656914	0.0024653739612188366
CID_74062	0.6507738095238096	P10275 > 0.59	0.0031895929138404944	0.0018026975333069518
CID_13283	0.85	P10275 <= 0.36	0.0035068225015383336	0.0023545706371191134
CID_7007	0.64	0.47 < P10275 <= 0.59	0.0045760554172335375	0.001772853185595568
CID_2378	0.825	0.47 < P10275 <= 0.59	-0.0033540989535908025	0.0022853185595567865
CID_6450278	0.98	P10275 > 0.59	0.0036398980660911693	0.002714681440443213
CID_26295	0.85	P10275 <= 0.36	-0.0017473276694678604	0.0023545706371191134
CID_3957	0.77	P10275 > 0.59	0.0026111033043482485	0.002132963988919668
CID_71622	0.76	P10275 <= 0.36	0.00455548916615203	0.002105263157894737
CID_7122	0.93	P10275 <= 0.36	0.0018282059947319713	0.00257617728531856
CID_81346	0.69	0.47 < P10275 <= 0.59	0.001444149636286435	0.0019113573407202214
CID_3003141	0.71	P10275 > 0.59	-0.0012725494872588027	0.001966759002770083
CID_62558	0.7	0.47 < P10275 <= 0.59	0.002106944229367118	0.0019390581717451522
CID_102232	0.73	P10275 > 0.59	0.006882312098857838	0.0020221606648199446
CID_14842	0.87	0.47 < P10275 <= 0.59	-0.0009711966274665119	0.002409972299168975
CID_7327	0.87	0.36 < P10275 <= 0.47	0.001642600158857451	0.002409972299168975
CID_18198	0.59	P10275 <= 0.36	0.00283446392303715	0.001634349030470914
CID_1684	0.65	0.47 < P10275 <= 0.59	0.0018521909040835588	0.0018005540166204986
CID_41368	0.858	P10275 > 0.59	0.002323249918954125	0.002376731301939058
CID_8152	1.0	P10275 > 0.59	0.004980911495899514	0.002770083102493075
CID_443939	0.79	0.36 < P10275 <= 0.47	0.004990360478018897	0.002188365650969529
CID_75444	0.8	P10275 > 0.59	0.005425334114133155	0.00221606648199446
CID_1988	0.84	0.47 < P10275 <= 0.59	0.0009497550146555918	0.002326869806094183
CID_41114	0.81	P10275 > 0.59	0.003443620754786298	0.0022437673130193906
CID_15096	0.94	P10275 > 0.59	0.0013857602318153967	0.00260387811634349
CID_19241	0.69	0.47 < P10275 <= 0.59	0.0018289608647060857	0.0019113573407202214
CID_107720	0.45021428571428557	P10275 > 0.59	-0.001645748728127871	0.0012471309853581318
CID_6836	0.82	P10275 > 0.59	0.007116227987774461	0.002271468144044321
CID_81530	0.7	P10275 > 0.59	0.0059399722823553405	0.0019390581717451522
CID_8955	0.91	P10275 > 0.59	0.008078248862393812	0.002520775623268698
CID_86607	0.72	P10275 <= 0.36	-0.0017194865412311984	0.0019944598337950136
CID_2723853	0.65	P10275 <= 0.36	0.0047073834970037115	0.0018005540166204986
CID_2355	0.9	P10275 <= 0.36	0.0037447325678409697	0.002493074792243767
CID_8722	0.9	0.47 < P10275 <= 0.59	0.0007896353365042806	0.002493074792243767
CID_12955	0.64	P10275 > 0.59	0.005954246963853596	0.001772853185595568
CID_2734179	0.975	P10275 > 0.59	0.0054126884773742666	0.002700831024930748
CID_2723	0.5165634920634921	P10275 > 0.59	-0.0019967326091047998	0.001430923800729895
CID_7013	0.865	0.36 < P10275 <= 0.47	-0.002970100592165517	0.0023961218836565097
CID_11254899	0.5414285714285714	P10275 > 0.59	-0.0026133409022953617	0.0014998021369212503
CID_8289	0.75	P10275 <= 0.36	0.0009151851178228812	0.002077562326869806
CID_95717	0.765	P10275 <= 0.36	0.003090818490267061	0.002119113573407202
CID_19113	0.86	0.47 < P10275 <= 0.59	0.0019011408403517183	0.0023822714681440444
CID_79688	0.98	P10275 > 0.59	0.0014306610281869156	0.002714681440443213
CID_27189	0.74	0.36 < P10275 <= 0.47	-0.003243317630503226	0.002049861495844875
CID_6319	0.8	P10275 <= 0.36	0.0021991486203750293	0.00221606648199446
CID_4534	0.685	P10275 <= 0.36	0.005068479120833863	0.0018975069252077563
CID_5281576	0.765	P10275 <= 0.36	0.00038950163883673297	0.002119113573407202
CID_113124	0.67	P10275 <= 0.36	0.001687432270258673	0.0018559556786703602
CID_9868041	0.71	P10275 <= 0.36	0.005634646800702092	0.001966759002770083
CID_16329	0.44983333333333314	P10275 > 0.59	-0.0074393160595006835	0.001246075715604801
CID_21330	0.67	0.47 < P10275 <= 0.59	0.007402166361502369	0.0018559556786703602
CID_6766	0.785	0.36 < P10275 <= 0.47	-0.004841916148207808	0.0021745152354570637
CID_12111	0.98	P10275 <= 0.36	0.002087262150194837	0.002714681440443213
CID_4793	0.8342857142857143	P10275 > 0.59	0.0055193916027256075	0.0023110407597942226
CID_8572	0.9325	P10275 <= 0.36	0.0015032504103761053	0.0025831024930747922
CID_15910	0.57	P10275 > 0.59	0.004827508859319986	0.0015789473684210526
CID_2999413	0.79	P10275 <= 0.36	-0.002581836793532024	0.002188365650969529
CID_13493	0.73	0.36 < P10275 <= 0.47	0.0024454041094255697	0.0020221606648199446
CID_5377323	0.83	P10275 > 0.59	0.003633310119133736	0.0022991689750692518
CID_53257735	0.77	P10275 > 0.59	0.00035160971508605267	0.002132963988919668
CID_11309	0.6507738095238096	P10275 > 0.59	-0.004501606454047722	0.0018026975333069518
CID_6749	0.98	P10275 <= 0.36	0.004220744879048318	0.002714681440443213
CID_3686	0.67	0.47 < P10275 <= 0.59	0.004485808681653783	0.0018559556786703602
CID_6829	0.8433333333333333	P10275 > 0.59	0.004868304704462327	0.0023361034164358263
CID_7265	0.655	P10275 > 0.59	0.006665852010498245	0.001814404432132964
CID_16682804	0.66	0.36 < P10275 <= 0.47	-0.0011488994908501143	0.0018282548476454294
CID_73848	0.7966666666666667	P10275 <= 0.36	0.006896234043850171	0.0022068328716528165
CID_8753	0.99	P10275 > 0.59	0.0031976286444819605	0.002742382271468144
CID_91727	0.78	0.47 < P10275 <= 0.59	0.005884013743624473	0.0021606648199445984
CID_9865233	0.75	P10275 > 0.59	0.0018544582132209726	0.002077562326869806
CID_76991	0.7323333333333335	P10275 <= 0.36	-0.0007470001512065727	0.0020286241920590958
CID_30323	0.92	P10275 <= 0.36	0.005318530202127014	0.002548476454293629
CID_15032	0.89	P10275 > 0.59	0.00288429083785167	0.0024653739612188366
CID_9568078	0.8	0.47 < P10275 <= 0.59	0.0019306077400194142	0.00221606648199446
CID_5994	0.98	P10275 > 0.59	0.005669314516644956	0.002714681440443213
CID_16420	0.73	P10275 > 0.59	0.002779992460658381	0.0020221606648199446
CID_9910986	0.72	0.47 < P10275 <= 0.59	0.00018761486348187905	0.0019944598337950136
CID_16363	0.7	0.47 < P10275 <= 0.59	0.004308184067134637	0.0019390581717451522
CID_4114	0.84	P10275 <= 0.36	0.002943081477790523	0.002326869806094183
CID_7098	0.81	0.36 < P10275 <= 0.47	-0.0029476327868258627	0.0022437673130193906
CID_7257	0.3309660894660894	P10275 > 0.59	-0.00041367640546107257	0.0009168035719282255
CID_33360	0.73	0.47 < P10275 <= 0.59	0.0013844062719140045	0.0020221606648199446
CID_86233	0.95	P10275 > 0.59	0.002352698250007567	0.002631578947368421
CID_26177	0.662	0.47 < P10275 <= 0.59	-0.0024758570270111153	0.0018337950138504156
CID_3391107	0.857	P10275 > 0.59	0.005817541185617674	0.002373961218836565
CID_6625	0.7833333333333334	0.47 < P10275 <= 0.59	0.005428535874292383	0.0021698984302862424
CID_74867	0.93	P10275 <= 0.36	-0.0013271064301976073	0.00257617728531856
CID_6929	0.78	P10275 <= 0.36	0.003886612028885324	0.0021606648199445984
CID_100524	0.77	0.36 < P10275 <= 0.47	0.004049974515119616	0.002132963988919668
CID_8633	0.65	P10275 <= 0.36	-0.0013999186530576251	0.0018005540166204986
CID_5284452	0.86	P10275 <= 0.36	0.0020073921250537787	0.0023822714681440444
CID_23662264	0.8865800865800866	P10275 > 0.59	-0.0013393578596018656	0.002455900516842345
CID_9831581	0.73	P10275 <= 0.36	0.002807635720420111	0.0020221606648199446
CID_5281034	0.83	P10275 > 0.59	0.002816379571308406	0.0022991689750692518
CID_46780884	0.8	0.47 < P10275 <= 0.59	0.004946319542228195	0.00221606648199446
CID_7495	0.7175	0.47 < P10275 <= 0.59	0.0047640951020171095	0.001987534626038781
CID_42981	0.65	0.36 < P10275 <= 0.47	-0.0001439360647576219	0.0018005540166204986
CID_8560	0.424095238095238	0.36 < P10275 <= 0.47	-0.0009257113980240486	0.001174779052895396
CID_53316393	0.68	P10275 <= 0.36	0.005588306303219182	0.001883656509695291
CID_60967	0.59	P10275 > 0.59	0.0017532463292022156	0.001634349030470914
CID_10127622	0.81	0.36 < P10275 <= 0.47	0.003100602972811393	0.0022437673130193906
CID_70882	0.76	0.36 < P10275 <= 0.47	0.003680926198457069	0.002105263157894737
CID_5311217	0.77	P10275 > 0.59	0.00192722680099927	0.002132963988919668
CID_2723598	0.81	0.36 < P10275 <= 0.47	0.003348767216967418	0.0022437673130193906
CID_28777	0.75	0.47 < P10275 <= 0.59	0.002434708518420435	0.002077562326869806
CID_33565	0.69	P10275 > 0.59	0.009539297851031067	0.0019113573407202214
CID_3014138	0.5368333333333334	P10275 <= 0.36	0.0025036012318488264	0.0014870729455216992
CID_22078297	0.47846031746031753	P10275 > 0.59	0.004576772689777421	0.0013253748406102978
CID_71587	0.68	0.47 < P10275 <= 0.59	0.004853917024180408	0.001883656509695291
CID_9462	0.89	P10275 > 0.59	0.003306983857507984	0.0024653739612188366
CID_7103	1.0	P10275 <= 0.36	0.001888845537025957	0.002770083102493075
CID_16560	0.8140000000000001	P10275 > 0.59	0.004312826603705001	0.002254847645429363
CID_35375	0.77	P10275 <= 0.36	0.0020628277755797442	0.002132963988919668
CID_46861540	0.76	P10275 > 0.59	0.0005579800703792428	0.002105263157894737
CID_66166	0.97	P10275 <= 0.36	0.0044667559443932435	0.0026869806094182826
CID_11769	0.7759999999999999	0.47 < P10275 <= 0.59	0.008099890646516585	0.002149584487534626
CID_67349	0.75	0.47 < P10275 <= 0.59	0.0005924118804492241	0.002077562326869806
CID_53665	0.6766666666666665	0.47 < P10275 <= 0.59	0.0003570264489794635	0.0018744228993536468
CID_11919	0.71	P10275 > 0.59	0.0038726249210422553	0.001966759002770083
CID_12309460	0.9233333333333333	P10275 > 0.59	0.005419252476547768	0.0025577100646352723
CID_3316	0.74	0.36 < P10275 <= 0.47	0.0013616342749455043	0.002049861495844875
CID_7112	0.97	P10275 <= 0.36	0.009288357510917078	0.0026869806094182826
CID_34313	0.5875	0.36 < P10275 <= 0.47	0.0020044155563839435	0.0016274238227146816
CID_8362	0.6	0.47 < P10275 <= 0.59	0.008973118506647395	0.0016620498614958448
CID_151194	0.81	0.36 < P10275 <= 0.47	0.0016258733231234075	0.0022437673130193906
CID_11783	0.86	0.47 < P10275 <= 0.59	-0.0006427370744988349	0.0023822714681440444
CID_30630	0.69	P10275 > 0.59	-0.00045107397519030304	0.0019113573407202214
CID_6857648	0.6	P10275 > 0.59	0.005462728500635477	0.0016620498614958448
CID_94932	0.7466666666666666	P10275 > 0.59	0.008562279080280757	0.0020683287165281622
CID_84703	0.73	0.47 < P10275 <= 0.59	0.006464073429818103	0.0020221606648199446
CID_7578	0.8566666666666667	0.47 < P10275 <= 0.59	-0.0017719273263187192	0.002373037857802401
CID_1318	0.75	0.36 < P10275 <= 0.47	-0.0033145939175581755	0.002077562326869806
CID_15927	0.64	P10275 > 0.59	0.0034407201015955596	0.001772853185595568
CID_177	0.68	0.36 < P10275 <= 0.47	0.0018047369968128475	0.001883656509695291
CID_84677	0.97	P10275 > 0.59	0.007578918374085981	0.0026869806094182826
CID_9855795	0.74	P10275 > 0.59	0.003799729070778358	0.002049861495844875
CID_65620	0.92	P10275 > 0.59	0.0018821704083508543	0.002548476454293629
CID_7563	1.0	P10275 <= 0.36	-0.0024387404621131147	0.002770083102493075
CID_11356	0.75	0.47 < P10275 <= 0.59	0.0028892299467971313	0.002077562326869806
CID_39676	0.73	P10275 > 0.59	0.0026531128635098786	0.0020221606648199446
CID_62389	0.7	0.36 < P10275 <= 0.47	0.001243668789040604	0.0019390581717451522
CID_16659	0.875	P10275 > 0.59	0.00172226931480588	0.0024238227146814403
CID_9051	0.98	P10275 > 0.59	0.0061078993483379505	0.002714681440443213
CID_5805243	0.8	P10275 <= 0.36	0.0033999235729063565	0.00221606648199446
CID_69908	0.8616428571428572	0.36 < P10275 <= 0.47	-0.002131917828415196	0.002386822318955283
CID_4509	0.72	0.36 < P10275 <= 0.47	0.0055393298729665115	0.0019944598337950136
CID_71027	0.878	0.47 < P10275 <= 0.59	0.00031040360164350135	0.0024321329639889195
CID_6435993	0.68	P10275 > 0.59	0.0009643405022942282	0.001883656509695291
CID_96088	0.93	0.36 < P10275 <= 0.47	0.00041562466947158284	0.00257617728531856
CID_5280360	0.67	0.36 < P10275 <= 0.47	0.005115234907765346	0.0018559556786703602
CID_4890	0.78	P10275 > 0.59	0.0033362015245004795	0.0021606648199445984
CID_11969781	0.804	0.36 < P10275 <= 0.47	-0.0016280913956922063	0.002227146814404432
CID_5801	0.778	P10275 <= 0.36	0.002900615796687155	0.0021551246537396124
CID_43226	0.89	P10275 > 0.59	0.0024390428219401104	0.0024653739612188366
CID_9889168	0.97	P10275 > 0.59	0.0056477208816521395	0.0026869806094182826
CID_3035	0.9177500000000001	P10275 > 0.59	0.00488700078796039	0.0025422437673130196
CID_995	0.69281993006993	P10275 <= 0.36	0.008904402717921001	0.001919168781357147
